StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
1407,16.0,Male,64.0,35,54,56,6,Yes,No,High School,57.51
1062,16.0,Male,79.0,30,89,53,2,Yes,No,Postgraduate,66.2
1725,16.0,Female,71.0,8,57,78,8,Yes,No,High School,72.12
2070,16.0,Male,69.0,27,64,45,5,Yes,No,Postgraduate,52.77
901,17.0,Male,68.0,40,61,76,7,No,Yes,High School,69.42
94,16.0,Male,72.0,4,88,72,6,No,No,Graduate,69.59
2156,,Male,61.0,20,62,62,4,No,Yes,Postgraduate,55.96
1799,21.0,Female,84.0,26,77,58,8,Yes,No,Postgraduate,77.67
2017,17.0,Male,91.0,38,54,37,10,Yes,Yes,Graduate,68.31
2352,21.0,Female,78.0,11,52,81,4,Yes,No,Postgraduate,62.6
2013,17.0,Female,92.0,39,89,94,7,Yes,No,Postgraduate,82.35
1310,19.0,Female,57.0,35,41,62,2,No,Yes,Graduate,62.32
1670,15.0,Female,76.0,37,45,75,7,No,Yes,Postgraduate,62.79
1899,,Male,67.0,14,43,87,3,No,Yes,High School,48.5
2020,17.0,Female,53.0,38,50,86,10,No,Yes,High School,67.06
171,21.0,Male,78.0,23,77,47,3,No,Yes,Postgraduate,50.7
569,15.0,Female,69.0,18,57,77,9,No,No,High School,62.39
1362,18.0,Female,75.0,17,72,79,7,Yes,Yes,Postgraduate,74.54
2395,16.0,Male,94.0,14,78,82,6,No,Yes,Graduate,71.39
464,16.0,Male,66.0,4,56,76,8,No,Yes,High School,58.32
213,16.0,Male,65.0,26,67,60,10,No,No,Graduate,71.4
1573,21.0,Female,88.0,37,71,41,5,Yes,No,Postgraduate,73.52
1539,16.0,Female,68.0,31,83,91,1,Yes,Yes,Graduate,59.6
1653,15.0,Female,63.0,36,63,42,3,Yes,Yes,Postgraduate,59.6
1724,16.0,Female,84.0,28,65,67,7,Yes,Yes,Postgraduate,73.49
297,18.0,Male,69.0,24,75,60,1,No,No,Postgraduate,51.8
931,19.0,Female,52.0,35,58,46,6,No,No,Postgraduate,55.06
2121,16.0,Female,80.0,39,77,44,2,Yes,No,High School,69.02
1000,20.0,Male,52.0,6,57,82,10,No,No,Graduate,69.02
1085,21.0,Male,52.0,16,49,68,3,No,No,Postgraduate,44.69
509,18.0,Female,65.0,30,55,46,6,Yes,No,Graduate,47.61
240,17.0,Male,86.0,35,97,74,8,No,No,Postgraduate,88.74
403,19.0,Female,76.0,22,84,63,1,No,Yes,Postgraduate,53.17
135,19.0,Female,73.0,29,85,48,7,No,Yes,Graduate,67.77
1876,15.0,Female,51.0,9,94,57,3,No,Yes,Graduate,54.46
1592,16.0,Male,90.0,39,48,87,9,No,Yes,High School,80.84
2472,15.0,Female,92.0,25,59,93,7,No,No,Graduate,76.94
2444,17.0,Male,74.0,14,50,39,6,Yes,No,Postgraduate,55.63
1884,20.0,Male,58.0,29,87,77,3,No,Yes,High School,65.0
813,20.0,Female,70.0,26,85,69,10,Yes,Yes,High School,79.73
1695,17.0,Female,52.0,9,74,90,8,No,Yes,High School,75.73
2030,21.0,Male,95.0,14,40,53,10,Yes,Yes,Postgraduate,68.57
1656,18.0,Female,83.0,3,65,66,3,Yes,Yes,Graduate,54.35
1767,21.0,Female,74.0,10,98,74,6,Yes,No,Graduate,61.34
1945,15.0,Female,71.0,3,87,89,4,No,Yes,Postgraduate,58.0
1488,18.0,Female,94.0,35,84,82,4,No,Yes,Postgraduate,75.06
299,17.0,Female,59.0,18,70,79,1,Yes,No,Postgraduate,58.24
234,19.0,Female,71.0,38,94,52,9,Yes,No,Graduate,75.57
212,17.0,Female,92.0,39,89,70,8,No,No,Postgraduate,86.38
1284,20.0,Male,78.0,29,43,87,8,No,Yes,Graduate,71.98
1726,19.0,Male,89.0,23,67,52,6,Yes,Yes,Postgraduate,63.6
2456,19.0,Male,62.0,30,72,89,2,Yes,Yes,Graduate,65.56
1953,15.0,Male,52.0,39,40,37,8,No,Yes,Postgraduate,50.66
2299,21.0,Female,95.0,24,100,51,9,No,No,Graduate,86.05
1949,17.0,Male,97.0,12,69,75,9,No,Yes,Postgraduate,85.48
179,15.0,Female,97.0,18,68,47,4,No,No,Postgraduate,70.65
1495,20.0,Female,85.0,25,87,78,9,No,Yes,High School,83.38
1880,20.0,Male,73.0,15,54,82,10,No,No,Graduate,81.43
2346,16.0,Female,81.0,26,88,86,5,Yes,Yes,High School,69.55
835,15.0,Female,84.0,25,53,91,10,No,Yes,High School,85.47
486,20.0,Male,82.0,14,63,59,4,Yes,No,Graduate,61.91
522,19.0,Female,57.0,38,76,38,6,No,No,Postgraduate,68.02
1406,21.0,Male,64.0,8,100,43,9,Yes,No,Graduate,69.53
1865,21.0,Female,53.0,5,78,64,4,Yes,Yes,High School,54.85
174,18.0,Female,94.0,25,43,35,4,Yes,Yes,Graduate,61.04
112,15.0,Female,75.0,9,93,37,1,No,No,High School,53.41
1707,19.0,Female,95.0,23,67,65,6,No,No,High School,68.83
1524,15.0,Male,62.0,13,69,68,4,No,No,Graduate,58.59
1272,17.0,Female,87.0,9,79,93,9,No,Yes,Graduate,91.26
2203,20.0,Female,91.0,36,56,71,9,No,No,Postgraduate,75.2
2246,18.0,Male,77.0,19,74,69,9,No,No,Graduate,75.17
1511,17.0,Male,96.0,28,40,40,1,Yes,Yes,Postgraduate,52.52
1585,16.0,Male,71.0,28,98,72,4,Yes,No,Postgraduate,69.82
913,15.0,Female,50.0,3,96,61,9,Yes,Yes,Graduate,65.62
1117,18.0,Male,71.0,40,98,93,5,No,Yes,Postgraduate,80.47
355,20.0,Female,73.0,13,93,59,10,Yes,No,Postgraduate,72.7
368,18.0,Male,72.0,13,93,62,5,No,No,Postgraduate,64.12
1843,16.0,Female,85.0,9,54,87,9,Yes,No,High School,74.9
1466,18.0,Female,57.0,7,40,84,9,Yes,Yes,High School,59.97
1124,16.0,Female,95.0,16,57,38,9,Yes,Yes,High School,62.87
2309,21.0,Male,94.0,25,53,40,2,Yes,No,Postgraduate,46.86
2413,19.0,Female,97.0,32,51,95,7,No,Yes,High School,75.81
742,18.0,Female,95.0,17,42,89,6,No,No,Postgraduate,66.83
846,15.0,Female,52.0,16,40,90,1,Yes,No,Graduate,48.89
606,19.0,Male,75.0,22,95,91,4,No,No,Graduate,73.83
1214,15.0,Male,69.0,15,84,58,10,Yes,No,High School,70.2
1628,21.0,Male,84.0,36,69,37,8,Yes,Yes,Postgraduate,70.02
791,19.0,Male,54.0,20,40,41,9,Yes,No,Postgraduate,56.15
1858,15.0,Female,62.0,4,85,68,3,Yes,No,High School,62.15
2232,18.0,Male,51.0,30,90,54,10,Yes,No,High School,68.82
1337,21.0,Female,64.0,39,91,73,10,No,Yes,Postgraduate,86.75
810,15.0,Male,91.0,26,41,44,7,Yes,Yes,Graduate,63.03
479,21.0,Female,67.0,37,96,91,5,Yes,No,High School,77.27
255,19.0,Female,76.0,13,42,85,5,Yes,Yes,Postgraduate,49.52
2218,19.0,Female,74.0,18,42,85,5,Yes,No,High School,55.43
1042,17.0,Female,72.0,33,88,70,4,Yes,No,High School,62.45
1187,17.0,Female,74.0,32,93,90,7,Yes,Yes,High School,90.15
247,16.0,Female,91.0,25,64,53,6,No,Yes,Graduate,67.43
1733,17.0,Male,98.0,25,92,63,6,No,No,Graduate,69.77
2041,17.0,Female,75.0,40,69,77,7,Yes,Yes,Graduate,71.69
444,21.0,Female,51.0,26,78,67,6,No,Yes,High School,54.28
2006,17.0,Male,100.0,23,89,61,3,No,Yes,Graduate,72.93
2314,17.0,Male,64.0,26,77,43,10,No,No,High School,77.57
773,18.0,Female,71.0,2,50,39,3,Yes,Yes,Graduate,45.56
1976,18.0,Female,96.0,27,44,65,10,Yes,Yes,Graduate,75.27
2000,16.0,Male,61.0,5,100,53,3,No,Yes,Graduate,61.99
1874,15.0,Male,81.0,36,42,49,4,Yes,No,Graduate,56.9
1430,21.0,Female,,1,44,92,1,No,No,Graduate,59.52
411,20.0,Male,71.0,14,71,89,5,No,No,,61.46
1392,15.0,Female,91.0,28,48,95,9,No,Yes,Postgraduate,72.27
1035,17.0,Male,77.0,30,67,38,8,No,Yes,High School,59.74
880,19.0,Male,96.0,23,82,37,8,Yes,Yes,High School,76.85
1770,20.0,Female,71.0,28,49,61,6,Yes,No,High School,63.39
2497,19.0,Female,91.0,15,71,45,3,No,No,Postgraduate,62.13
97,18.0,Male,53.0,34,47,50,10,No,Yes,Graduate,62.98
2027,17.0,Male,57.0,17,55,60,4,Yes,No,High School,54.14
1979,21.0,Female,63.0,26,64,64,6,No,Yes,Postgraduate,62.94
2288,15.0,Female,88.0,39,77,86,1,No,No,High School,60.7
322,16.0,Male,56.0,18,74,94,5,Yes,No,Graduate,65.21
2115,21.0,Female,93.0,36,75,36,6,No,Yes,Graduate,66.34
2038,21.0,Male,70.0,22,67,79,6,No,Yes,High School,65.14
966,20.0,Female,94.0,8,100,50,2,Yes,No,Graduate,68.6
2291,16.0,Female,55.0,37,80,56,3,Yes,Yes,High School,54.36
2343,17.0,Female,69.0,22,89,72,6,Yes,No,Graduate,70.95
1160,15.0,Male,84.0,31,46,38,9,No,Yes,Graduate,56.69
1862,18.0,Male,97.0,14,55,54,6,No,Yes,High School,62.7
483,,Male,84.0,32,81,94,8,No,Yes,Graduate,83.19
1205,19.0,Female,54.0,40,94,60,1,Yes,No,Graduate,69.84
1265,18.0,Female,75.0,1,85,69,2,No,No,Graduate,54.42
1713,17.0,Male,98.0,38,53,93,9,Yes,Yes,,82.96
933,16.0,Male,98.0,14,67,88,3,No,No,High School,63.37
603,16.0,Female,59.0,7,59,86,10,No,Yes,High School,69.38
408,15.0,Male,85.0,15,88,39,3,No,Yes,Postgraduate,57.79
612,17.0,Female,87.0,14,85,60,1,Yes,No,Graduate,62.16
421,15.0,Male,83.0,8,76,36,6,No,Yes,High School,57.05
566,17.0,Female,72.0,29,40,74,10,Yes,Yes,Postgraduate,62.61
472,19.0,Male,52.0,16,50,62,3,Yes,No,Postgraduate,39.85
1311,17.0,Male,,40,49,94,7,No,No,Graduate,69.4
655,19.0,Female,74.0,1,82,78,1,Yes,No,Postgraduate,55.75
319,21.0,Female,100.0,34,83,89,10,Yes,Yes,Graduate,91.35
1588,21.0,Male,86.0,13,49,63,5,No,Yes,High School,60.35
211,20.0,Female,92.0,35,68,90,2,No,Yes,Graduate,69.66
545,16.0,Male,63.0,34,96,50,1,Yes,Yes,Graduate,60.91
1583,19.0,Female,72.0,35,63,93,5,Yes,No,High School,76.29
1308,16.0,Female,96.0,3,67,57,1,No,No,High School,55.6
528,15.0,Male,68.0,37,100,37,1,No,No,High School,55.05
1607,18.0,Female,55.0,26,45,52,9,Yes,No,Postgraduate,62.75
749,20.0,Male,88.0,27,49,60,4,Yes,Yes,Postgraduate,56.35
2016,17.0,Male,97.0,1,81,91,8,No,No,Graduate,74.84
1024,17.0,Female,97.0,21,100,94,4,No,No,High School,87.67
602,17.0,Female,73.0,18,78,82,8,Yes,Yes,Postgraduate,64.6
1012,18.0,Male,98.0,26,100,50,3,No,Yes,High School,75.78
2272,21.0,Female,94.0,21,87,44,6,Yes,Yes,Postgraduate,77.47
2290,18.0,Male,63.0,1,50,77,5,Yes,No,Graduate,60.59
858,16.0,Male,97.0,26,66,36,9,No,Yes,Postgraduate,70.67
2354,15.0,Male,65.0,18,73,35,1,Yes,Yes,High School,43.49
1721,17.0,Male,67.0,26,59,85,2,No,No,Graduate,61.54
803,17.0,Female,84.0,13,52,63,3,No,Yes,Postgraduate,54.85
1322,21.0,Female,78.0,9,71,74,8,No,No,Postgraduate,72.09
1898,16.0,Female,87.0,4,95,75,10,No,No,High School,80.5
1643,20.0,Male,53.0,18,78,93,5,No,Yes,Graduate,69.95
1179,21.0,Female,92.0,15,67,81,4,Yes,No,Postgraduate,67.21
1104,17.0,Female,81.0,36,89,76,3,Yes,Yes,High School,64.89
2399,17.0,Female,57.0,12,72,58,1,Yes,No,High School,58.08
2074,18.0,Female,51.0,12,59,78,6,No,No,Postgraduate,53.89
519,17.0,Female,71.0,29,77,54,5,No,No,High School,63.45
2229,,Male,97.0,14,67,42,10,Yes,No,Graduate,71.88
446,21.0,Female,64.0,28,88,76,5,No,Yes,Postgraduate,70.98
238,18.0,Male,59.0,16,76,94,6,Yes,No,Postgraduate,65.81
110,19.0,Male,90.0,32,85,46,6,No,Yes,Graduate,71.63
1476,18.0,Female,80.0,5,83,60,3,Yes,No,Graduate,60.33
1922,17.0,Female,81.0,4,40,36,1,No,No,High School,31.02
253,17.0,Male,71.0,32,77,75,9,Yes,No,Graduate,73.67
1196,20.0,Female,69.0,23,93,94,9,No,No,Postgraduate,87.42
1652,19.0,Female,73.0,12,61,87,3,Yes,Yes,High School,59.26
1911,16.0,Male,95.0,3,75,38,3,Yes,Yes,Postgraduate,48.74
619,15.0,Female,69.0,38,63,88,3,Yes,Yes,Postgraduate,57.8
2014,18.0,Female,96.0,33,76,77,5,Yes,Yes,Graduate,74.11
1381,21.0,Male,95.0,20,93,47,7,Yes,No,Postgraduate,74.55
1613,15.0,Male,86.0,4,94,38,3,Yes,Yes,,54.04
1005,19.0,Female,80.0,18,40,40,8,No,No,High School,57.8
1840,16.0,Male,84.0,17,66,59,7,Yes,No,Graduate,70.27
1092,20.0,Female,70.0,13,89,86,9,Yes,No,High School,81.61
1453,16.0,Male,87.0,14,62,58,5,No,Yes,Graduate,63.93
1988,17.0,Male,83.0,33,58,90,6,Yes,Yes,Graduate,66.98
1057,16.0,Male,57.0,34,49,53,4,No,No,Graduate,53.57
614,18.0,Female,76.0,12,95,58,10,Yes,No,High School,76.09
1180,19.0,Male,84.0,28,52,89,3,Yes,No,Postgraduate,67.87
1388,19.0,Female,50.0,22,72,62,1,No,Yes,High School,47.14
790,19.0,Male,78.0,18,57,77,5,No,Yes,Postgraduate,61.84
788,20.0,Female,70.0,10,61,93,10,No,Yes,High School,74.43
369,15.0,Male,72.0,12,79,72,10,Yes,Yes,Postgraduate,73.12
842,,Female,66.0,28,81,45,2,Yes,Yes,Postgraduate,50.42
1751,17.0,Female,77.0,39,63,47,1,Yes,No,High School,47.67
1411,19.0,Male,81.0,28,77,35,2,Yes,No,High School,46.26
101,20.0,Male,54.0,2,67,46,10,No,No,High School,60.89
756,17.0,Male,70.0,15,54,50,7,Yes,No,Graduate,62.25
262,18.0,Female,85.0,23,47,47,10,Yes,Yes,Graduate,65.95
1702,16.0,Female,82.0,36,72,50,9,No,Yes,Postgraduate,71.17
436,15.0,Female,98.0,18,45,47,3,Yes,No,Graduate,63.31
1998,19.0,Male,66.0,5,85,36,8,Yes,Yes,Graduate,66.28
180,18.0,Female,60.0,28,50,65,8,No,Yes,Postgraduate,50.38
2319,18.0,Female,66.0,22,77,76,1,Yes,Yes,Postgraduate,56.45
860,16.0,Female,94.0,2,61,48,2,No,Yes,Postgraduate,45.79
991,17.0,Female,62.0,22,61,93,4,Yes,Yes,Postgraduate,68.37
1779,19.0,Male,64.0,34,45,35,7,Yes,No,Graduate,51.51
2379,18.0,Female,94.0,4,100,41,5,No,No,High School,69.9
600,16.0,Male,65.0,3,65,63,10,No,Yes,Graduate,64.19
292,18.0,Male,50.0,2,77,65,8,No,Yes,High School,55.01
142,15.0,Male,98.0,21,50,95,5,Yes,Yes,Postgraduate,71.24
1305,15.0,Male,86.0,19,52,37,9,No,Yes,Postgraduate,63.7
1049,,Female,86.0,37,71,50,8,No,Yes,Graduate,71.39
1114,15.0,Female,57.0,21,58,40,2,Yes,No,Postgraduate,39.23
415,20.0,Female,98.0,7,45,41,3,Yes,No,High School,51.71
1814,17.0,Male,72.0,30,94,91,4,No,No,High School,71.94
808,21.0,Male,61.0,37,93,66,2,Yes,No,Postgraduate,61.78
1913,21.0,Female,53.0,12,86,39,2,No,No,High School,48.78
1447,15.0,Male,53.0,39,97,71,7,Yes,Yes,Graduate,72.61
818,19.0,Male,81.0,3,74,65,3,Yes,No,High School,48.21
720,19.0,Female,52.0,29,70,63,3,No,Yes,Postgraduate,56.84
248,18.0,Female,89.0,1,90,37,2,Yes,Yes,High School,55.52
857,16.0,Female,96.0,4,91,61,3,Yes,No,High School,65.48
890,16.0,Female,96.0,14,55,71,2,Yes,No,Postgraduate,60.37
2476,21.0,Male,78.0,5,57,80,2,Yes,No,Postgraduate,56.88
1037,17.0,Female,77.0,23,62,41,2,Yes,Yes,High School,56.24
555,15.0,Female,79.0,37,90,49,5,No,Yes,Graduate,65.96
2491,19.0,Female,94.0,18,65,47,9,Yes,Yes,Postgraduate,78.28
30,19.0,Female,87.0,14,68,82,2,Yes,No,High School,56.86
1906,21.0,Female,94.0,5,61,77,8,No,No,High School,80.48
1934,20.0,Female,81.0,13,91,54,7,Yes,No,High School,80.45
870,15.0,Male,71.0,26,99,36,2,No,No,Postgraduate,59.63
1326,20.0,Female,83.0,19,69,87,2,Yes,Yes,Graduate,72.78
533,21.0,Female,82.0,20,58,75,5,No,Yes,Graduate,66.26
1772,16.0,Male,86.0,16,70,86,5,No,No,High School,74.37
1804,18.0,Male,64.0,7,65,84,5,No,No,Postgraduate,57.24
820,19.0,Female,54.0,33,68,64,2,No,Yes,High School,48.32
2287,21.0,Male,63.0,6,74,91,1,No,Yes,Graduate,62.6
1909,20.0,Male,79.0,32,98,87,9,Yes,No,Graduate,84.6
1098,17.0,Male,71.0,7,55,43,8,No,No,High School,61.13
1107,19.0,Male,73.0,1,92,95,1,No,Yes,Graduate,68.28
573,19.0,Male,59.0,1,66,50,10,Yes,Yes,Graduate,59.39
333,20.0,Male,69.0,18,71,40,2,No,No,,50.53
2443,21.0,Male,53.0,18,61,52,10,No,No,Graduate,61.05
2133,19.0,Female,81.0,27,83,45,7,No,No,Graduate,72.49
1954,17.0,Female,58.0,34,40,53,7,Yes,Yes,Graduate,44.13
622,17.0,Female,51.0,24,58,49,7,Yes,Yes,Graduate,58.11
1226,19.0,Male,70.0,4,86,71,1,Yes,Yes,High School,64.18
1361,18.0,Female,86.0,18,69,43,5,No,Yes,Postgraduate,61.42
811,15.0,Female,72.0,26,55,47,7,Yes,No,Postgraduate,57.32
209,18.0,Female,83.0,11,52,77,4,No,Yes,Graduate,55.86
1090,18.0,Male,81.0,15,61,39,9,Yes,No,Graduate,62.83
423,19.0,Female,66.0,28,79,42,6,Yes,No,High School,64.65
462,16.0,Male,69.0,29,46,39,3,No,Yes,Graduate,47.54
1371,16.0,Male,51.0,32,85,73,4,Yes,Yes,Graduate,66.05
1823,21.0,Male,55.0,37,73,46,6,Yes,Yes,Postgraduate,65.26
2366,18.0,Male,55.0,11,100,80,1,No,Yes,Postgraduate,63.55
2012,20.0,Male,93.0,13,56,35,7,Yes,No,High School,60.88
1957,19.0,Female,63.0,21,77,72,7,No,No,High School,69.22
2322,19.0,Male,95.0,28,72,86,7,Yes,Yes,Postgraduate,74.95
529,21.0,Female,100.0,14,65,71,9,No,No,High School,72.38
1668,18.0,Female,54.0,1,65,87,6,Yes,Yes,High School,67.65
1101,21.0,Female,,32,92,61,5,Yes,Yes,Graduate,70.25
200,19.0,Female,72.0,5,52,71,5,No,No,Postgraduate,58.7
230,20.0,Female,73.0,34,53,37,7,Yes,Yes,Postgraduate,66.79
1837,16.0,Female,93.0,29,56,65,2,No,No,Graduate,64.1
2097,16.0,Female,87.0,40,55,42,9,No,No,Graduate,67.75
409,18.0,Male,88.0,25,75,92,3,No,No,Postgraduate,65.27
1522,21.0,Male,79.0,13,48,55,9,No,No,Graduate,61.8
1546,21.0,Male,79.0,34,54,76,7,Yes,No,High School,74.67
1006,19.0,Female,92.0,28,78,44,1,Yes,No,High School,57.35
316,15.0,Male,84.0,1,71,89,2,Yes,Yes,Graduate,67.39
701,15.0,Male,99.0,26,93,61,6,Yes,Yes,Postgraduate,92.03
2179,15.0,Male,60.0,13,56,47,2,No,Yes,Graduate,48.46
965,20.0,Female,90.0,2,99,83,3,No,No,Postgraduate,70.28
70,21.0,Male,85.0,33,62,74,1,No,No,Graduate,55.91
1980,15.0,Male,91.0,27,40,44,9,Yes,Yes,Postgraduate,62.82
1452,21.0,Male,81.0,15,62,50,3,Yes,Yes,Postgraduate,56.36
1254,,Male,97.0,10,48,95,6,Yes,No,Postgraduate,71.9
2466,17.0,Male,90.0,39,56,53,10,No,Yes,Graduate,77.9
2198,15.0,Male,91.0,40,42,73,2,Yes,Yes,Postgraduate,54.79
1526,21.0,Male,99.0,33,55,72,4,No,Yes,Graduate,66.89
